sample_number,dimension_value
1,0.142883452748
2,0.145809021457
3,0.157656494379
4,0.105773124061
5,0.118818946118
6,0.105339234841
7,0.198333363710
8,0.123577600284
9,0.137160847624
10,0.115817995055
11,0.147319743496
12,0.125995319241
13,0.197897685200
14,0.149591003930
15,0.134362178721
16,0.027961384361
17,0.147473671120
18,0.100547901531
19,0.100828142198
20,0.086074929231
21,0.047569757296
22,0.176773915792
23,0.037854612502
24,0.071659131281
25,0.060613953891
26,0.140867900840
27,-0.027530040388
28,0.054874785365
29,0.074977715941
30,0.041424214255
31,0.064680789501
32,0.049133897371
33,0.041398536491
34,0.107710271274
35,0.116915300625
36,0.040656231595
37,0.035122128444
38,0.100481810767
39,0.186533500358
40,0.133035461343
41,0.014530425802
42,0.113282004756
43,0.077035435097
44,0.136686648638
45,-0.003114366714
46,0.141870180177
47,0.114253860105
48,0.145509324755
49,0.086304745120
50,0.070605180489
51,0.106454646900
52,0.078913710248
53,0.087980784748
54,0.190985854598
55,0.067349890279
56,0.018538901409
57,0.069875445917
58,0.103610930430
59,0.166951490604
60,0.087981966049
61,0.132194151154
62,0.128815515539
63,0.177878561221
64,0.016906259377
65,0.097881343840
66,0.123073209433
67,0.025271577449
68,0.156808227058
69,0.210400860509
70,0.091167827595
71,0.136537682812
72,0.077266066695
73,0.090933152056
74,0.131492239698
75,0.114548693694
76,0.199279226629
77,0.050957621455
78,0.061217011403
79,0.037352017097
80,0.157002052463
81,0.133398212924
82,0.122662218259
83,0.103747966178
84,0.114384015554
85,0.132818547844
86,0.152706675417
87,0.058157621538
88,0.175546528112
89,0.103029468151
90,0.020512233304
91,0.091420044778
92,0.044402449845
93,0.165220712963
94,0.077740618785
95,0.136179517042
96,0.135975503379
97,0.137381438184
98,0.063331207220
99,0.110520579476
100,0.154788506542
101,0.058721228286
102,0.120025182941
103,0.111918458495
104,0.036225062495
105,0.232694286510
106,0.111722412691
107,0.025597529302
108,0.136132620828
109,0.105891381851
110,0.141899688907
111,0.138311329361
112,0.138876398016
113,0.116744616166
114,0.188762864441
115,0.045808674549
116,0.139021829238
117,0.188725841779
118,0.116884540803
119,0.061753440437
120,0.088782805981
121,0.143356791399
122,0.095157877718
123,0.107783081853
124,0.059075618767
125,0.088618503514
126,0.123262439793
127,0.075314073687
128,0.098462678004
129,0.143739411894
130,0.112374864746
131,0.057571198084
132,0.151994199067
133,0.167790041311
134,0.132811725366
135,0.067704443105
136,0.129167550344
137,0.136667667662
138,0.124138611613
139,0.100252952037
140,0.162861238623
141,0.195915365195
142,0.071025690324
143,0.158102793898
144,0.031661289488
145,0.149178999164
146,0.096503567681
147,0.099661258945
148,0.026442673218
149,0.068948500619
150,0.119943366113
151,0.102738503620
152,0.067811000606
153,0.098722135232
154,0.117309955172
155,0.061178610917
156,0.085873209662
157,0.132799851972
158,0.082658651026
159,0.234625820752
160,0.073434591842
161,0.163279798358
162,0.134536447844
163,0.082133256848
164,0.087107033649
165,0.133553801071
166,0.216644566576
167,0.099964083845
168,0.043959910118
169,0.072216742219
170,0.210364336049
171,0.086934818601
172,0.163470912194
173,0.121991616059
174,0.084474208597
175,0.030855703719
176,0.107639068356
177,0.129978168638
178,0.073167958754
179,0.180089727515
180,0.018157732780
181,0.100461141777
182,0.027919986144
183,0.151776618363
184,0.136308952513
185,0.081564259737
186,0.029470182493
187,0.064472492021
188,0.013041371218
189,0.053502336585
190,0.103290733921
191,0.130316000677
192,0.146175953069
193,0.080188740739
194,0.133223238782
195,0.073407678112
196,0.134164772311
197,0.085316161053
198,0.087242820105
199,0.163172119304
200,0.181023821899
201,0.114428991270
202,0.116811469008
203,0.120435100414
204,0.148544597158
205,0.160323485984
206,0.155286705656
207,0.062836529122
208,0.084778697654
209,0.134181182987
210,0.124833579476
211,0.094006143751
212,0.157984199697
213,0.130533757552
214,0.175083823819
215,0.113594000472
216,0.175921267222
217,0.072503900793
218,0.030873595861
219,0.055451250238
220,0.075417048735
221,0.047074535640
222,0.079955501059
223,0.101484562688
224,0.058021367396
225,0.065537484572
226,0.184327655740
227,0.124681679132
228,0.154223786834
229,0.051101941220
230,0.160524942656
231,0.006444271212
232,0.096292841973
233,0.132972312051
234,-0.022232119052
235,0.027105026526
236,0.177081714222
237,0.079132217398
238,0.082596781805
239,0.115321899976
240,0.078108993759
241,0.154687931411
242,0.150974292823
243,0.085364087994
244,0.095974293854
245,0.156527171061
246,0.028875411420
247,0.082292403162
248,0.159620376861
249,0.085024557748
250,0.112788920497
251,0.147634417690
252,0.112189078918
253,0.091335669307
254,0.145340586870
255,0.134333325751
256,0.158327808247
257,0.103274205988
258,0.157331972069
259,0.073658933169
260,0.162152628385
261,0.161538015579
262,0.142739814386
263,0.169328929761
264,0.159212432543
265,0.038743795255
266,0.170707844317
267,0.131970173112
268,0.151491223370
269,0.064809828114
270,0.175650607664
271,0.005727255406
272,0.172544061877
273,0.143813622573
274,0.118071809559
275,0.152152717002
276,0.061813422309
277,0.151442649970
278,0.146452436329
279,0.081316111516
280,0.048841982922
281,0.114763148182
282,0.133997811400
283,0.130524193962
284,0.118752150261
285,0.075669425378
286,0.119545822518
287,0.078468095974
288,0.144289078668
289,0.135631517424
290,0.064899030747
291,0.122305678252
292,0.024074680797
293,0.142460085846
294,0.062766196636
295,0.116083137370
296,0.180855061284
297,0.117122011964
298,0.036346316891
299,0.111706703311
300,0.045186706381
301,0.061688326291
302,0.106323146724
303,0.200558799671
304,0.128947324074
305,0.039780755849
306,0.137010281808
307,0.102760939223
308,0.099415330769
309,0.101051268178
310,0.040804806192
311,0.207242783582
312,0.111055181636
313,0.192276594234
314,0.134262742163
315,0.066399701936
316,0.131821277104
317,0.124680966852
318,0.083783577742
319,0.137672674707
320,0.119892442798
321,0.161501458517
322,0.118303756247
323,0.052541656743
324,0.123215829029
325,0.173443395580
326,0.128465609841
327,0.052393127102
328,0.134109871119
329,0.080544608827
330,0.128604482760
331,0.172402638469
332,0.190732327336
333,0.092708703775
334,0.025148255255
335,0.074805283544
336,0.100018033836
337,0.101708482273
338,0.045272939430
339,0.123663740296
340,0.139610495477
341,0.078866143234
342,0.107922149953
343,0.053903883856
344,0.120609446286
345,0.053549309825
346,0.121785189628
347,0.176343501960
348,0.068638011671
349,0.107226317170
350,0.046154744314
351,0.065265845644
352,0.082771841940
353,0.074034974974
354,0.038004120264
355,0.138264898509
356,0.026353906677
357,0.056486067304
358,0.096113230350
359,0.068058918994
360,0.133870138337
361,0.088891899027
362,0.137638446198
363,0.084579012322
364,0.138343410922
365,0.099686385606
366,0.037004756247
367,0.148707046727
368,0.187833712286
369,0.064973209880
370,0.068096574066
371,0.196548798270
372,0.164729232407
373,0.099015235056
374,0.027546560630
375,0.164454420574
376,0.008422798778
377,0.138869575087
378,0.113014199043
379,0.171922568652
380,0.163877974657
381,0.143092893619
382,0.130256845965
383,-0.005412917721
384,0.085370305748
385,0.052863948789
386,0.088813702102
387,0.181347088351
388,0.111119852342
389,0.064378475973
390,0.127791558745
391,0.155296826826
392,0.062704148227
393,0.146447610438
394,-0.004321078179
395,0.188530500710
396,0.086862262388
397,0.074321312914
398,0.151073611575
399,0.026443980211
400,0.028211055470
401,0.121498561116
402,0.025626141186
403,0.145825906234
404,0.108230728988
405,0.070482400952
406,0.095240859643
407,0.156518933051
408,0.113169241698
409,0.133189146272
410,0.130880736273
411,0.119073479362
412,-0.037108231743
413,0.132712884102
414,0.182696202263
415,0.113998379069
416,0.132768920750
417,0.088979801166
418,0.056012597635
419,0.127783806546
420,0.125176970662
421,0.086882773572
422,0.105102707063
423,0.060866482825
424,0.192293816332
425,0.069642560789
426,0.102031837779
427,0.051066735587
428,0.030416775562
429,0.158972878790
430,0.134187582751
431,0.171386673328
432,0.093039568583
433,0.052680989611
434,0.139213440600
435,0.170103231786
436,0.125008961772
437,0.183251940924
438,0.012030965677
439,0.051182087569
440,0.158062427717
441,0.016024203618
442,0.209420072497
443,0.101297221805
444,0.156005475514
445,-0.016941771033
446,0.096471866549
447,0.120236667741
448,0.145194945206
449,0.138939603473
450,0.055724281139
451,0.200661568962
452,0.107314031314
453,0.067155351935
454,0.126037635394
455,0.105001252870
456,0.049200013824
457,-0.014018944618
458,0.046374071413
459,0.072169485215
460,0.155654760738
461,0.093268284754
462,0.091667412491
463,0.114521929774
464,0.134927677790
465,0.039574486440
466,0.084030150571
467,0.078426554868
468,-0.045307442858
469,0.087656865070
470,-0.020639715813
471,0.088052979807
472,0.086202705762
473,0.052580278977
474,0.195173975909
475,0.056630662717
476,0.117036718992
477,0.051924641497
478,0.146023546339
479,0.118027613071
480,0.075203464964
481,0.095745150436
482,0.124822079749
483,0.110503385829
484,0.047697288622
485,0.156838290906
486,0.115792595443
487,0.125325747582
488,0.256497444574
489,0.041379258285
490,0.149089225539
491,0.054504105389
492,0.166302945374
493,0.125070439138
494,0.146402605075
495,0.202454954433
496,0.153398783892
497,0.124561190997
498,0.134423408089
499,0.156749064981
500,0.072833661233
501,0.068329554342
502,0.126857691184
503,0.093921245305
504,0.139204459565
505,0.175259722683
506,-0.028696928417
507,0.090536387247
508,0.128925066529
509,0.108310249142
510,0.099285878455
511,0.080080993908
512,0.122211804727
513,0.034817620735
514,0.150299178042
515,0.082546186431
516,0.081279939516
517,0.032905759781
518,-0.031602775072
519,0.134798422761
520,0.151306672096
521,0.087791316654
522,-0.017253856954
523,0.106227292328
524,0.085816358914
525,0.070728725194
526,0.137978619978
527,0.131341056993
528,0.122818743927
529,0.063916539988
530,0.053857689814
531,0.129384378784
532,0.088477748368
533,0.094215295931
534,0.036804058734
535,0.107943107500
536,0.107575380107
537,0.035754088282
538,0.057632836621
539,0.106113233120
540,0.106048059369
541,0.067683057587
542,0.079502628685
543,0.133494439124
544,0.041049139563
545,0.185770813350
546,0.067634620194
547,0.047390017118
548,0.172507625982
549,0.041822797621
550,0.151450645248
551,0.034681894066
552,0.061281012523
553,0.145039790711
554,0.074092109554
555,0.116465020648
556,0.144845536052
557,0.047050037742
558,0.135710492942
559,0.183802778705
560,0.066761516960
561,0.120179581018
562,0.204354928238
563,0.029659868007
564,0.078590829852
565,0.080480374921
566,0.164916826697
567,0.140100644209
568,0.110347560107
569,0.184375052917
570,0.024800837801
571,-0.005128581082
572,0.130199616278
573,0.139861540822
574,0.123513836318
575,0.013679282290
576,0.121613638768
577,0.140887750538
578,0.044057591494
579,0.018425600669
580,0.055952617818
581,0.052334813417
582,0.189965797392
583,0.111618071429
584,0.136049123883
585,0.082374854342
